ordinal,pts_ns
1,66666666
2,133333332
3,99999999
4,233333332
5,166666666
6,199999999
7,333333332
8,266666666
9,299999999
10,433333332
11,366666666
12,399999999
13,499999999
14,466666666
15,566666666
16,533333332
17,666666666
18,599999999
19,633333332
20,766666666
21,699999999
22,733333332
23,866666666
24,799999999
25,833333332
26,966666666
27,899999999
28,933333332
29,1033333332
30,999999999
