index,original_pts,original_dts,original_duration,native_pts_tick,native_dts_tick,native_duration_tick,timescale,native_end_floor_ns,demux_pts,demux_dts,demux_duration,parse_pts,parse_dts,parse_duration,parse_end_ns,next_parse_pts,gap_ns
31,9366666666,9366666666,33333334,3100,3100,100,3000,1066666666,1033333333,1033333333,33333333,1033333333,1033333333,33333333,1066666666,1066666666,0
32,9400000000,9400000000,33333333,3200,3200,100,3000,1100000000,1066666666,1066666666,33333334,1066666666,1066666666,33333333,1099999999,1100000000,1
33,9433333333,9433333333,33333333,3300,3300,100,3000,1133333333,1100000000,1100000000,33333333,1100000000,1100000000,33333333,1133333333,1133333333,0
34,9466666666,9466666666,33333334,3400,3400,100,3000,1166666666,1133333333,1133333333,33333333,1133333333,1133333333,33333333,1166666666,1166666666,0
35,9500000000,9500000000,33333333,3500,3500,100,3000,1200000000,1166666666,1166666666,33333334,1166666666,1166666666,33333333,1199999999,1200000000,1
36,9533333333,9533333333,33333333,3600,3600,100,3000,1233333333,1200000000,1200000000,33333333,1200000000,1200000000,33333333,1233333333,1233333333,0
37,9566666666,9566666666,33333334,3700,3700,100,3000,1266666666,1233333333,1233333333,33333333,1233333333,1233333333,33333333,1266666666,1266666666,0
38,9600000000,9600000000,33333333,3800,3800,100,3000,1300000000,1266666666,1266666666,33333334,1266666666,1266666666,33333333,1299999999,1300000000,1
39,9633333333,9633333333,33333333,3900,3900,100,3000,1333333333,1300000000,1300000000,33333333,1300000000,1300000000,33333333,1333333333,1333333333,0
40,9666666666,9666666666,33333334,4000,4000,100,3000,1366666666,1333333333,1333333333,33333333,1333333333,1333333333,33333333,1366666666,1366666666,0
41,9700000000,9700000000,33333333,4100,4100,100,3000,1400000000,1366666666,1366666666,33333334,1366666666,1366666666,33333333,1399999999,1400000000,1
42,9733333333,9733333333,33333333,4200,4200,100,3000,1433333333,1400000000,1400000000,33333333,1400000000,1400000000,33333333,1433333333,1433333333,0
43,9766666666,9766666666,33333334,4300,4300,100,3000,1466666666,1433333333,1433333333,33333333,1433333333,1433333333,33333333,1466666666,1466666666,0
44,9800000000,9800000000,33333333,4400,4400,100,3000,1500000000,1466666666,1466666666,33333334,1466666666,1466666666,33333333,1499999999,1500000000,1
45,9833333333,9833333333,33333333,4500,4500,100,3000,1533333333,1500000000,1500000000,33333333,1500000000,1500000000,33333333,1533333333,1533333333,0
46,9866666666,9866666666,33333334,4600,4600,100,3000,1566666666,1533333333,1533333333,33333333,1533333333,1533333333,33333333,1566666666,1566666666,0
47,9900000000,9900000000,33333333,4700,4700,100,3000,1600000000,1566666666,1566666666,33333334,1566666666,1566666666,33333333,1599999999,1600000000,1
48,9933333333,9933333333,33333333,4800,4800,100,3000,1633333333,1600000000,1600000000,33333333,1600000000,1600000000,33333333,1633333333,1633333333,0
49,9966666666,9966666666,33333334,4900,4900,100,3000,1666666666,1633333333,1633333333,33333333,1633333333,1633333333,33333333,1666666666,null,null
