index,original_pts,original_dts,original_duration,native_pts_tick,native_dts_tick,native_duration_tick,timescale,native_end_floor_ns,demux_pts,demux_dts,demux_duration,parse_pts,parse_dts,parse_duration,parse_end_ns,next_parse_pts,gap_ns
30,1000000000,1000000000,33333333,3000,3000,100,3000,1033333333,1000000000,1000000000,33333333,1000000000,1000000000,33333333,1033333333,1033333333,0
31,1033333333,1033333333,33333333,3100,3100,100,3000,1066666666,1033333333,1033333333,33333333,1033333333,1033333333,33333333,1066666666,1066666666,0
32,1066666666,1066666666,33333334,3200,3200,100,3000,1100000000,1066666666,1066666666,33333334,1066666666,1066666666,33333333,1099999999,1100000000,1
33,1100000000,1100000000,33333333,3300,3300,100,3000,1133333333,1100000000,1100000000,33333333,1100000000,1100000000,33333333,1133333333,1133333333,0
34,1133333333,1133333333,33333333,3400,3400,100,3000,1166666666,1133333333,1133333333,33333333,1133333333,1133333333,33333333,1166666666,1166666666,0
35,1166666666,1166666666,33333334,3500,3500,100,3000,1200000000,1166666666,1166666666,33333334,1166666666,1166666666,33333333,1199999999,1200000000,1
36,1200000000,1200000000,33333333,3600,3600,100,3000,1233333333,1200000000,1200000000,33333333,1200000000,1200000000,33333333,1233333333,1233333333,0
37,1233333333,1233333333,33333333,3700,3700,100,3000,1266666666,1233333333,1233333333,33333333,1233333333,1233333333,33333333,1266666666,1266666666,0
38,1266666666,1266666666,33333334,3800,3800,100,3000,1300000000,1266666666,1266666666,33333334,1266666666,1266666666,33333333,1299999999,1300000000,1
39,1300000000,1300000000,33333333,3900,3900,100,3000,1333333333,1300000000,1300000000,33333333,1300000000,1300000000,33333333,1333333333,1333333333,0
40,1333333333,1333333333,33333333,4000,4000,100,3000,1366666666,1333333333,1333333333,33333333,1333333333,1333333333,33333333,1366666666,1366666666,0
41,1366666666,1366666666,33333334,4100,4100,100,3000,1400000000,1366666666,1366666666,33333334,1366666666,1366666666,33333333,1399999999,1400000000,1
42,1400000000,1400000000,33333333,4200,4200,100,3000,1433333333,1400000000,1400000000,33333333,1400000000,1400000000,33333333,1433333333,1433333333,0
43,1433333333,1433333333,33333333,4300,4300,100,3000,1466666666,1433333333,1433333333,33333333,1433333333,1433333333,33333333,1466666666,1466666666,0
44,1466666666,1466666666,33333334,4400,4400,100,3000,1500000000,1466666666,1466666666,33333334,1466666666,1466666666,33333333,1499999999,1500000000,1
45,1500000000,1500000000,33333333,4500,4500,100,3000,1533333333,1500000000,1500000000,33333333,1500000000,1500000000,33333333,1533333333,1533333333,0
46,1533333333,1533333333,33333333,4600,4600,100,3000,1566666666,1533333333,1533333333,33333333,1533333333,1533333333,33333333,1566666666,1566666666,0
47,1566666666,1566666666,33333334,4700,4700,100,3000,1600000000,1566666666,1566666666,33333334,1566666666,1566666666,33333333,1599999999,1600000000,1
48,1600000000,1600000000,33333333,4800,4800,100,3000,1633333333,1600000000,1600000000,33333333,1600000000,1600000000,33333333,1633333333,1633333333,0
49,1633333333,1633333333,33333333,4900,4900,100,3000,1666666666,1633333333,1633333333,33333333,1633333333,1633333333,33333333,1666666666,1666666666,0
50,1666666666,1666666666,33333334,5000,5000,100,3000,1700000000,1666666666,1666666666,33333334,1666666666,1666666666,33333333,1699999999,1700000000,1
51,1700000000,1700000000,33333333,5100,5100,100,3000,1733333333,1700000000,1700000000,33333333,1700000000,1700000000,33333333,1733333333,1733333333,0
52,1733333333,1733333333,33333333,5200,5200,100,3000,1766666666,1733333333,1733333333,33333333,1733333333,1733333333,33333333,1766666666,1766666666,0
53,1766666666,1766666666,33333334,5300,5300,100,3000,1800000000,1766666666,1766666666,33333334,1766666666,1766666666,33333333,1799999999,1800000000,1
54,1800000000,1800000000,33333333,5400,5400,100,3000,1833333333,1800000000,1800000000,33333333,1800000000,1800000000,33333333,1833333333,1833333333,0
55,1833333333,1833333333,33333333,5500,5500,100,3000,1866666666,1833333333,1833333333,33333333,1833333333,1833333333,33333333,1866666666,1866666666,0
56,1866666666,1866666666,33333334,5600,5600,100,3000,1900000000,1866666666,1866666666,33333334,1866666666,1866666666,33333333,1899999999,1900000000,1
57,1900000000,1900000000,33333333,5700,5700,100,3000,1933333333,1900000000,1900000000,33333333,1900000000,1900000000,33333333,1933333333,1933333333,0
58,1933333333,1933333333,33333333,5800,5800,100,3000,1966666666,1933333333,1933333333,33333333,1933333333,1933333333,33333333,1966666666,1966666666,0
59,1966666666,1966666666,33333334,5900,5900,100,3000,2000000000,1966666666,1966666666,33333334,1966666666,1966666666,33333333,1999999999,2000000000,1
60,2000000000,2000000000,33333333,6000,6000,100,3000,2033333333,2000000000,2000000000,33333333,2000000000,2000000000,33333333,2033333333,2033333333,0
61,2033333333,2033333333,33333333,6100,6100,100,3000,2066666666,2033333333,2033333333,33333333,2033333333,2033333333,33333333,2066666666,2066666666,0
62,2066666666,2066666666,33333334,6200,6200,100,3000,2100000000,2066666666,2066666666,33333334,2066666666,2066666666,33333333,2099999999,2100000000,1
63,2100000000,2100000000,33333333,6300,6300,100,3000,2133333333,2100000000,2100000000,33333333,2100000000,2100000000,33333333,2133333333,2133333333,0
64,2133333333,2133333333,33333333,6400,6400,100,3000,2166666666,2133333333,2133333333,33333333,2133333333,2133333333,33333333,2166666666,2166666666,0
65,2166666666,2166666666,33333334,6500,6500,100,3000,2200000000,2166666666,2166666666,33333334,2166666666,2166666666,33333333,2199999999,2200000000,1
66,2200000000,2200000000,33333333,6600,6600,100,3000,2233333333,2200000000,2200000000,33333333,2200000000,2200000000,33333333,2233333333,2233333333,0
67,2233333333,2233333333,33333333,6700,6700,100,3000,2266666666,2233333333,2233333333,33333333,2233333333,2233333333,33333333,2266666666,2266666666,0
68,2266666666,2266666666,33333334,6800,6800,100,3000,2300000000,2266666666,2266666666,33333334,2266666666,2266666666,33333333,2299999999,2300000000,1
69,2300000000,2300000000,33333333,6900,6900,100,3000,2333333333,2300000000,2300000000,33333333,2300000000,2300000000,33333333,2333333333,2333333333,0
70,2333333333,2333333333,33333333,7000,7000,100,3000,2366666666,2333333333,2333333333,33333333,2333333333,2333333333,33333333,2366666666,2366666666,0
71,2366666666,2366666666,33333334,7100,7100,100,3000,2400000000,2366666666,2366666666,33333334,2366666666,2366666666,33333333,2399999999,2400000000,1
72,2400000000,2400000000,33333333,7200,7200,100,3000,2433333333,2400000000,2400000000,33333333,2400000000,2400000000,33333333,2433333333,2433333333,0
73,2433333333,2433333333,33333333,7300,7300,100,3000,2466666666,2433333333,2433333333,33333333,2433333333,2433333333,33333333,2466666666,2466666666,0
74,2466666666,2466666666,33333334,7400,7400,100,3000,2500000000,2466666666,2466666666,33333334,2466666666,2466666666,33333333,2499999999,2500000000,1
75,2500000000,2500000000,33333333,7500,7500,100,3000,2533333333,2500000000,2500000000,33333333,2500000000,2500000000,33333333,2533333333,2533333333,0
76,2533333333,2533333333,33333333,7600,7600,100,3000,2566666666,2533333333,2533333333,33333333,2533333333,2533333333,33333333,2566666666,2566666666,0
77,2566666666,2566666666,33333334,7700,7700,100,3000,2600000000,2566666666,2566666666,33333334,2566666666,2566666666,33333333,2599999999,2600000000,1
78,2600000000,2600000000,33333333,7800,7800,100,3000,2633333333,2600000000,2600000000,33333333,2600000000,2600000000,33333333,2633333333,2633333333,0
79,2633333333,2633333333,33333333,7900,7900,100,3000,2666666666,2633333333,2633333333,33333333,2633333333,2633333333,33333333,2666666666,2666666666,0
80,2666666666,2666666666,33333334,8000,8000,100,3000,2700000000,2666666666,2666666666,33333334,2666666666,2666666666,33333333,2699999999,2700000000,1
81,2700000000,2700000000,33333333,8100,8100,100,3000,2733333333,2700000000,2700000000,33333333,2700000000,2700000000,33333333,2733333333,2733333333,0
82,2733333333,2733333333,33333333,8200,8200,100,3000,2766666666,2733333333,2733333333,33333333,2733333333,2733333333,33333333,2766666666,2766666666,0
83,2766666666,2766666666,33333334,8300,8300,100,3000,2800000000,2766666666,2766666666,33333334,2766666666,2766666666,33333333,2799999999,2800000000,1
84,2800000000,2800000000,33333333,8400,8400,100,3000,2833333333,2800000000,2800000000,33333333,2800000000,2800000000,33333333,2833333333,2833333333,0
85,2833333333,2833333333,33333333,8500,8500,100,3000,2866666666,2833333333,2833333333,33333333,2833333333,2833333333,33333333,2866666666,2866666666,0
86,2866666666,2866666666,33333334,8600,8600,100,3000,2900000000,2866666666,2866666666,33333334,2866666666,2866666666,33333333,2899999999,2900000000,1
87,2900000000,2900000000,33333333,8700,8700,100,3000,2933333333,2900000000,2900000000,33333333,2900000000,2900000000,33333333,2933333333,2933333333,0
88,2933333333,2933333333,33333333,8800,8800,100,3000,2966666666,2933333333,2933333333,33333333,2933333333,2933333333,33333333,2966666666,2966666666,0
89,2966666666,2966666666,33333334,8900,8900,100,3000,3000000000,2966666666,2966666666,33333334,2966666666,2966666666,33333333,2999999999,3000000000,1
90,3000000000,3000000000,33333333,9000,9000,100,3000,3033333333,3000000000,3000000000,33333333,3000000000,3000000000,33333333,3033333333,3033333333,0
91,3033333333,3033333333,33333333,9100,9100,100,3000,3066666666,3033333333,3033333333,33333333,3033333333,3033333333,33333333,3066666666,3066666666,0
92,3066666666,3066666666,33333334,9200,9200,100,3000,3100000000,3066666666,3066666666,33333334,3066666666,3066666666,33333333,3099999999,3100000000,1
93,3100000000,3100000000,33333333,9300,9300,100,3000,3133333333,3100000000,3100000000,33333333,3100000000,3100000000,33333333,3133333333,3133333333,0
94,3133333333,3133333333,33333333,9400,9400,100,3000,3166666666,3133333333,3133333333,33333333,3133333333,3133333333,33333333,3166666666,3166666666,0
95,3166666666,3166666666,33333334,9500,9500,100,3000,3200000000,3166666666,3166666666,33333334,3166666666,3166666666,33333333,3199999999,3200000000,1
96,3200000000,3200000000,33333333,9600,9600,100,3000,3233333333,3200000000,3200000000,33333333,3200000000,3200000000,33333333,3233333333,3233333333,0
97,3233333333,3233333333,33333333,9700,9700,100,3000,3266666666,3233333333,3233333333,33333333,3233333333,3233333333,33333333,3266666666,3266666666,0
98,3266666666,3266666666,33333334,9800,9800,100,3000,3300000000,3266666666,3266666666,33333334,3266666666,3266666666,33333333,3299999999,3300000000,1
99,3300000000,3300000000,33333333,9900,9900,100,3000,3333333333,3300000000,3300000000,33333333,3300000000,3300000000,33333333,3333333333,3333333333,0
100,3333333333,3333333333,33333333,10000,10000,100,3000,3366666666,3333333333,3333333333,33333333,3333333333,3333333333,33333333,3366666666,3366666666,0
101,3366666666,3366666666,33333334,10100,10100,100,3000,3400000000,3366666666,3366666666,33333334,3366666666,3366666666,33333333,3399999999,3400000000,1
102,3400000000,3400000000,33333333,10200,10200,100,3000,3433333333,3400000000,3400000000,33333333,3400000000,3400000000,33333333,3433333333,3433333333,0
103,3433333333,3433333333,33333333,10300,10300,100,3000,3466666666,3433333333,3433333333,33333333,3433333333,3433333333,33333333,3466666666,3466666666,0
104,3466666666,3466666666,33333334,10400,10400,100,3000,3500000000,3466666666,3466666666,33333334,3466666666,3466666666,33333333,3499999999,3500000000,1
105,3500000000,3500000000,33333333,10500,10500,100,3000,3533333333,3500000000,3500000000,33333333,3500000000,3500000000,33333333,3533333333,3533333333,0
106,3533333333,3533333333,33333333,10600,10600,100,3000,3566666666,3533333333,3533333333,33333333,3533333333,3533333333,33333333,3566666666,3566666666,0
107,3566666666,3566666666,33333334,10700,10700,100,3000,3600000000,3566666666,3566666666,33333334,3566666666,3566666666,33333333,3599999999,3600000000,1
108,3600000000,3600000000,33333333,10800,10800,100,3000,3633333333,3600000000,3600000000,33333333,3600000000,3600000000,33333333,3633333333,3633333333,0
109,3633333333,3633333333,33333333,10900,10900,100,3000,3666666666,3633333333,3633333333,33333333,3633333333,3633333333,33333333,3666666666,3666666666,0
110,3666666666,3666666666,33333334,11000,11000,100,3000,3700000000,3666666666,3666666666,33333334,3666666666,3666666666,33333333,3699999999,3700000000,1
111,3700000000,3700000000,33333333,11100,11100,100,3000,3733333333,3700000000,3700000000,33333333,3700000000,3700000000,33333333,3733333333,3733333333,0
112,3733333333,3733333333,33333333,11200,11200,100,3000,3766666666,3733333333,3733333333,33333333,3733333333,3733333333,33333333,3766666666,3766666666,0
113,3766666666,3766666666,33333334,11300,11300,100,3000,3800000000,3766666666,3766666666,33333334,3766666666,3766666666,33333333,3799999999,3800000000,1
114,3800000000,3800000000,33333333,11400,11400,100,3000,3833333333,3800000000,3800000000,33333333,3800000000,3800000000,33333333,3833333333,3833333333,0
115,3833333333,3833333333,33333333,11500,11500,100,3000,3866666666,3833333333,3833333333,33333333,3833333333,3833333333,33333333,3866666666,3866666666,0
116,3866666666,3866666666,33333334,11600,11600,100,3000,3900000000,3866666666,3866666666,33333334,3866666666,3866666666,33333333,3899999999,3900000000,1
117,3900000000,3900000000,33333333,11700,11700,100,3000,3933333333,3900000000,3900000000,33333333,3900000000,3900000000,33333333,3933333333,3933333333,0
118,3933333333,3933333333,33333333,11800,11800,100,3000,3966666666,3933333333,3933333333,33333333,3933333333,3933333333,33333333,3966666666,3966666666,0
119,3966666666,3966666666,33333334,11900,11900,100,3000,4000000000,3966666666,3966666666,33333334,3966666666,3966666666,33333333,3999999999,4000000000,1
120,4000000000,4000000000,33333333,12000,12000,100,3000,4033333333,4000000000,4000000000,33333333,4000000000,4000000000,33333333,4033333333,4033333333,0
121,4033333333,4033333333,33333333,12100,12100,100,3000,4066666666,4033333333,4033333333,33333333,4033333333,4033333333,33333333,4066666666,4066666666,0
122,4066666666,4066666666,33333334,12200,12200,100,3000,4100000000,4066666666,4066666666,33333334,4066666666,4066666666,33333333,4099999999,4100000000,1
123,4100000000,4100000000,33333333,12300,12300,100,3000,4133333333,4100000000,4100000000,33333333,4100000000,4100000000,33333333,4133333333,4133333333,0
124,4133333333,4133333333,33333333,12400,12400,100,3000,4166666666,4133333333,4133333333,33333333,4133333333,4133333333,33333333,4166666666,4166666666,0
125,4166666666,4166666666,33333334,12500,12500,100,3000,4200000000,4166666666,4166666666,33333334,4166666666,4166666666,33333333,4199999999,4200000000,1
126,4200000000,4200000000,33333333,12600,12600,100,3000,4233333333,4200000000,4200000000,33333333,4200000000,4200000000,33333333,4233333333,4233333333,0
127,4233333333,4233333333,33333333,12700,12700,100,3000,4266666666,4233333333,4233333333,33333333,4233333333,4233333333,33333333,4266666666,4266666666,0
128,4266666666,4266666666,33333334,12800,12800,100,3000,4300000000,4266666666,4266666666,33333334,4266666666,4266666666,33333333,4299999999,4300000000,1
129,4300000000,4300000000,33333333,12900,12900,100,3000,4333333333,4300000000,4300000000,33333333,4300000000,4300000000,33333333,4333333333,4333333333,0
130,4333333333,4333333333,33333333,13000,13000,100,3000,4366666666,4333333333,4333333333,33333333,4333333333,4333333333,33333333,4366666666,4366666666,0
131,4366666666,4366666666,33333334,13100,13100,100,3000,4400000000,4366666666,4366666666,33333334,4366666666,4366666666,33333333,4399999999,4400000000,1
132,4400000000,4400000000,33333333,13200,13200,100,3000,4433333333,4400000000,4400000000,33333333,4400000000,4400000000,33333333,4433333333,4433333333,0
133,4433333333,4433333333,33333333,13300,13300,100,3000,4466666666,4433333333,4433333333,33333333,4433333333,4433333333,33333333,4466666666,4466666666,0
134,4466666666,4466666666,33333334,13400,13400,100,3000,4500000000,4466666666,4466666666,33333334,4466666666,4466666666,33333333,4499999999,4500000000,1
135,4500000000,4500000000,33333333,13500,13500,100,3000,4533333333,4500000000,4500000000,33333333,4500000000,4500000000,33333333,4533333333,4533333333,0
136,4533333333,4533333333,33333333,13600,13600,100,3000,4566666666,4533333333,4533333333,33333333,4533333333,4533333333,33333333,4566666666,4566666666,0
137,4566666666,4566666666,33333334,13700,13700,100,3000,4600000000,4566666666,4566666666,33333334,4566666666,4566666666,33333333,4599999999,4600000000,1
138,4600000000,4600000000,33333333,13800,13800,100,3000,4633333333,4600000000,4600000000,33333333,4600000000,4600000000,33333333,4633333333,4633333333,0
139,4633333333,4633333333,33333333,13900,13900,100,3000,4666666666,4633333333,4633333333,33333333,4633333333,4633333333,33333333,4666666666,4666666666,0
140,4666666666,4666666666,33333334,14000,14000,100,3000,4700000000,4666666666,4666666666,33333334,4666666666,4666666666,33333333,4699999999,4700000000,1
141,4700000000,4700000000,33333333,14100,14100,100,3000,4733333333,4700000000,4700000000,33333333,4700000000,4700000000,33333333,4733333333,4733333333,0
142,4733333333,4733333333,33333333,14200,14200,100,3000,4766666666,4733333333,4733333333,33333333,4733333333,4733333333,33333333,4766666666,4766666666,0
143,4766666666,4766666666,33333334,14300,14300,100,3000,4800000000,4766666666,4766666666,33333334,4766666666,4766666666,33333333,4799999999,4800000000,1
144,4800000000,4800000000,33333333,14400,14400,100,3000,4833333333,4800000000,4800000000,33333333,4800000000,4800000000,33333333,4833333333,4833333333,0
145,4833333333,4833333333,33333333,14500,14500,100,3000,4866666666,4833333333,4833333333,33333333,4833333333,4833333333,33333333,4866666666,4866666666,0
146,4866666666,4866666666,33333334,14600,14600,100,3000,4900000000,4866666666,4866666666,33333334,4866666666,4866666666,33333333,4899999999,4900000000,1
147,4900000000,4900000000,33333333,14700,14700,100,3000,4933333333,4900000000,4900000000,33333333,4900000000,4900000000,33333333,4933333333,4933333333,0
148,4933333333,4933333333,33333333,14800,14800,100,3000,4966666666,4933333333,4933333333,33333333,4933333333,4933333333,33333333,4966666666,4966666666,0
149,4966666666,4966666666,33333334,14900,14900,100,3000,5000000000,4966666666,4966666666,33333334,4966666666,4966666666,33333333,4999999999,5000000000,1
150,5000000000,5000000000,33333333,15000,15000,100,3000,5033333333,5000000000,5000000000,33333333,5000000000,5000000000,33333333,5033333333,5033333333,0
151,5033333333,5033333333,33333333,15100,15100,100,3000,5066666666,5033333333,5033333333,33333333,5033333333,5033333333,33333333,5066666666,5066666666,0
152,5066666666,5066666666,33333334,15200,15200,100,3000,5100000000,5066666666,5066666666,33333334,5066666666,5066666666,33333333,5099999999,5100000000,1
153,5100000000,5100000000,33333333,15300,15300,100,3000,5133333333,5100000000,5100000000,33333333,5100000000,5100000000,33333333,5133333333,5133333333,0
154,5133333333,5133333333,33333333,15400,15400,100,3000,5166666666,5133333333,5133333333,33333333,5133333333,5133333333,33333333,5166666666,5166666666,0
155,5166666666,5166666666,33333334,15500,15500,100,3000,5200000000,5166666666,5166666666,33333334,5166666666,5166666666,33333333,5199999999,5200000000,1
156,5200000000,5200000000,33333333,15600,15600,100,3000,5233333333,5200000000,5200000000,33333333,5200000000,5200000000,33333333,5233333333,5233333333,0
157,5233333333,5233333333,33333333,15700,15700,100,3000,5266666666,5233333333,5233333333,33333333,5233333333,5233333333,33333333,5266666666,5266666666,0
158,5266666666,5266666666,33333334,15800,15800,100,3000,5300000000,5266666666,5266666666,33333334,5266666666,5266666666,33333333,5299999999,5300000000,1
159,5300000000,5300000000,33333333,15900,15900,100,3000,5333333333,5300000000,5300000000,33333333,5300000000,5300000000,33333333,5333333333,5333333333,0
160,5333333333,5333333333,33333333,16000,16000,100,3000,5366666666,5333333333,5333333333,33333333,5333333333,5333333333,33333333,5366666666,5366666666,0
161,5366666666,5366666666,33333334,16100,16100,100,3000,5400000000,5366666666,5366666666,33333334,5366666666,5366666666,33333333,5399999999,5400000000,1
162,5400000000,5400000000,33333333,16200,16200,100,3000,5433333333,5400000000,5400000000,33333333,5400000000,5400000000,33333333,5433333333,5433333333,0
163,5433333333,5433333333,33333333,16300,16300,100,3000,5466666666,5433333333,5433333333,33333333,5433333333,5433333333,33333333,5466666666,5466666666,0
164,5466666666,5466666666,33333334,16400,16400,100,3000,5500000000,5466666666,5466666666,33333334,5466666666,5466666666,33333333,5499999999,5500000000,1
165,5500000000,5500000000,33333333,16500,16500,100,3000,5533333333,5500000000,5500000000,33333333,5500000000,5500000000,33333333,5533333333,5533333333,0
166,5533333333,5533333333,33333333,16600,16600,100,3000,5566666666,5533333333,5533333333,33333333,5533333333,5533333333,33333333,5566666666,5566666666,0
167,5566666666,5566666666,33333334,16700,16700,100,3000,5600000000,5566666666,5566666666,33333334,5566666666,5566666666,33333333,5599999999,5600000000,1
168,5600000000,5600000000,33333333,16800,16800,100,3000,5633333333,5600000000,5600000000,33333333,5600000000,5600000000,33333333,5633333333,5633333333,0
169,5633333333,5633333333,33333333,16900,16900,100,3000,5666666666,5633333333,5633333333,33333333,5633333333,5633333333,33333333,5666666666,5666666666,0
170,5666666666,5666666666,33333334,17000,17000,100,3000,5700000000,5666666666,5666666666,33333334,5666666666,5666666666,33333333,5699999999,5700000000,1
171,5700000000,5700000000,33333333,17100,17100,100,3000,5733333333,5700000000,5700000000,33333333,5700000000,5700000000,33333333,5733333333,5733333333,0
172,5733333333,5733333333,33333333,17200,17200,100,3000,5766666666,5733333333,5733333333,33333333,5733333333,5733333333,33333333,5766666666,5766666666,0
173,5766666666,5766666666,33333334,17300,17300,100,3000,5800000000,5766666666,5766666666,33333334,5766666666,5766666666,33333333,5799999999,5800000000,1
174,5800000000,5800000000,33333333,17400,17400,100,3000,5833333333,5800000000,5800000000,33333333,5800000000,5800000000,33333333,5833333333,5833333333,0
175,5833333333,5833333333,33333333,17500,17500,100,3000,5866666666,5833333333,5833333333,33333333,5833333333,5833333333,33333333,5866666666,5866666666,0
176,5866666666,5866666666,33333334,17600,17600,100,3000,5900000000,5866666666,5866666666,33333334,5866666666,5866666666,33333333,5899999999,5900000000,1
177,5900000000,5900000000,33333333,17700,17700,100,3000,5933333333,5900000000,5900000000,33333333,5900000000,5900000000,33333333,5933333333,5933333333,0
178,5933333333,5933333333,33333333,17800,17800,100,3000,5966666666,5933333333,5933333333,33333333,5933333333,5933333333,33333333,5966666666,5966666666,0
179,5966666666,5966666666,33333334,17900,17900,100,3000,6000000000,5966666666,5966666666,33333334,5966666666,5966666666,33333333,5999999999,6000000000,1
180,6000000000,6000000000,33333333,18000,18000,100,3000,6033333333,6000000000,6000000000,33333333,6000000000,6000000000,33333333,6033333333,6033333333,0
181,6033333333,6033333333,33333333,18100,18100,100,3000,6066666666,6033333333,6033333333,33333333,6033333333,6033333333,33333333,6066666666,6066666666,0
182,6066666666,6066666666,33333334,18200,18200,100,3000,6100000000,6066666666,6066666666,33333334,6066666666,6066666666,33333333,6099999999,6100000000,1
183,6100000000,6100000000,33333333,18300,18300,100,3000,6133333333,6100000000,6100000000,33333333,6100000000,6100000000,33333333,6133333333,6133333333,0
184,6133333333,6133333333,33333333,18400,18400,100,3000,6166666666,6133333333,6133333333,33333333,6133333333,6133333333,33333333,6166666666,6166666666,0
185,6166666666,6166666666,33333334,18500,18500,100,3000,6200000000,6166666666,6166666666,33333334,6166666666,6166666666,33333333,6199999999,6200000000,1
186,6200000000,6200000000,33333333,18600,18600,100,3000,6233333333,6200000000,6200000000,33333333,6200000000,6200000000,33333333,6233333333,6233333333,0
187,6233333333,6233333333,33333333,18700,18700,100,3000,6266666666,6233333333,6233333333,33333333,6233333333,6233333333,33333333,6266666666,6266666666,0
188,6266666666,6266666666,33333334,18800,18800,100,3000,6300000000,6266666666,6266666666,33333334,6266666666,6266666666,33333333,6299999999,6300000000,1
189,6300000000,6300000000,33333333,18900,18900,100,3000,6333333333,6300000000,6300000000,33333333,6300000000,6300000000,33333333,6333333333,6333333333,0
190,6333333333,6333333333,33333333,19000,19000,100,3000,6366666666,6333333333,6333333333,33333333,6333333333,6333333333,33333333,6366666666,6366666666,0
191,6366666666,6366666666,33333334,19100,19100,100,3000,6400000000,6366666666,6366666666,33333334,6366666666,6366666666,33333333,6399999999,6400000000,1
192,6400000000,6400000000,33333333,19200,19200,100,3000,6433333333,6400000000,6400000000,33333333,6400000000,6400000000,33333333,6433333333,6433333333,0
193,6433333333,6433333333,33333333,19300,19300,100,3000,6466666666,6433333333,6433333333,33333333,6433333333,6433333333,33333333,6466666666,6466666666,0
194,6466666666,6466666666,33333334,19400,19400,100,3000,6500000000,6466666666,6466666666,33333334,6466666666,6466666666,33333333,6499999999,6500000000,1
