ordinal,original_pts_ns,original_dts_ns,writer_origin_ns,appsrc_pts_ns,appsrc_dts_ns,appsrc_duration_ns,mux_pts_ns,mux_dts_ns,mux_duration_ns,vcl_sha256,mux_raw_sha256,file_sample_index,native_pts_tick,native_dts_tick,native_duration_tick,timescale,forward_pts_tick,forward_dts_tick,forward_duration_tick
186,6166666666,6166666666,0,6166666666,6166666666,33333334,6166666666,6166666666,33333333,4a883965305d62ed2f92f71c9dc8d85353e7a558044559fd4ff4c641bf5cf70c,f2acf58e6ba9dee3f248cbcd21bb2f9e571729963d1ad91bf11b3f71a0974771,185,18500,18500,100,3000,18500,18500,100
187,6200000000,6200000000,0,6200000000,6200000000,33333333,6200000000,6200000000,33333333,170f0555090cd9d5dc31603c8da407bf5a928621745199b596f1898f0a3b3c6b,43f497ee5608cf6ae34404c97dcd32a7b42269c1f5041f7c7ab3d818e3e7b0c8,186,18600,18600,100,3000,18600,18600,100
188,6233333333,6233333333,0,6233333333,6233333333,33333333,6233333333,6233333333,33333333,cd5881f2f2ea711a9edcdf49164421fe39319d373d9571a4ace8191c9ea78298,777a926c874d858c7b1a68ff85e76b19854b61ef5a71b0b5aee3ed262c77d343,187,18700,18700,100,3000,18700,18700,100
189,6266666666,6266666666,0,6266666666,6266666666,33333334,6266666666,6266666666,33333333,a947fc7484c925cae109195ac21b9cccda48ac49bf0e78b8015c2da493342116,b4df83fe3a3820a1732b1de13a4a104d1bf4dbd492754537530e50f4850eab33,188,18800,18800,100,3000,18800,18800,100
190,6300000000,6300000000,0,6300000000,6300000000,33333333,6300000000,6300000000,33333333,24df014df017cf866685f5e7dcf9160df2f22dc26b94c36a1bb2c370a99198f7,221ed81de20d7d6b470488aefd893d15b5dad37ea37fca40d35c9ee63232e670,189,18900,18900,100,3000,18900,18900,100
191,6333333333,6333333333,0,6333333333,6333333333,33333333,6333333333,6333333333,33333333,97de3bfe1f20ef6bf86c26744f6faf8638ebe12db0ea57881acf3df3d430cbab,6557a7f365c16dab70c3c609ed65345a3e50014933e4a12ac5110c4c2479cc56,190,19000,19000,100,3000,19000,19000,100
192,6366666666,6366666666,0,6366666666,6366666666,33333334,6366666666,6366666666,33333333,a2db6233b6a34adeb97d0371497966b3550a05167b380b78ee8c589ed6d0a9c4,e452aad014f008ed54235ba43907b074e877135ca1a3f9a0056f6be7d3d0d02d,191,19100,19100,100,3000,19100,19100,100
193,6400000000,6400000000,0,6400000000,6400000000,33333333,6400000000,6400000000,33333333,8c408551de64e95b188e192e8e7ee0b9441cc3dfc9c1fcc1d1fba6c2f8080a39,fbc327eb81740ed5c3be18e86bdf9fe09baee867393fc63e6bde7a1f94bafa30,192,19200,19200,100,3000,19200,19200,100
194,6433333333,6433333333,0,6433333333,6433333333,33333333,6433333333,6433333333,33333333,debdc69c7591da115c9fe711cb0333915d8850510916cba6ade415f0e44cf140,46f05b5e7419743d69086d80fe1c1c9f13cfa732fe5e1d1001d53c07e3057665,193,19300,19300,100,3000,19300,19300,100
195,6466666666,6466666666,0,6466666666,6466666666,33333334,6466666666,6466666666,33333333,4abf6900cdab75d194de039959623e8c5e1edf0c2c0fe83a57d207327f670027,1db40f5959d6ad09b71cb0e52608201a396972e1fb3b722688989e4b7a18aff5,194,19400,19400,100,3000,19400,19400,100
196,6500000000,6500000000,0,6500000000,6500000000,33333333,6500000000,6500000000,33333333,a688d42bd5b03ea4d95a78e7d2e99b80ad9f9c5eb737f13ea20bb4dc5f090104,af3330cd276f3e937f6247dc8635c9c085189915bea0bd8020e61b83da162e5d,195,19500,19500,100,3000,19500,19500,100
197,6533333333,6533333333,0,6533333333,6533333333,33333333,6533333333,6533333333,33333333,be211fa8a549533245099a6e23ef34efcdb2ab8dbae19e3206c078dffe05622a,d6175c0246b5aaa46aca55df2ee9195b4d9d38a45f26ebd1ebce31cd83fc3af0,196,19600,19600,100,3000,19600,19600,100
198,6566666666,6566666666,0,6566666666,6566666666,33333334,6566666666,6566666666,33333333,f29a21c8e8d8280ece9f6bff37cc359c9d177fce5929de990d58e7c0c8f01cc0,79e3930934913d749b936ebb08c28d9784077b9f75e903933530ce19c0ff2fe7,197,19700,19700,100,3000,19700,19700,100
199,6600000000,6600000000,0,6600000000,6600000000,33333333,6600000000,6600000000,33333333,cf70360c9325acc33e894f541ad2549266c8bc0cd33721b328acbe5bd0b5e06d,cc23f49b07c29c5ad75f448cae73b5da890c0c7f157faba5a30894a139bbe759,198,19800,19800,100,3000,19800,19800,100
200,6633333333,6633333333,0,6633333333,6633333333,33333333,6633333333,6633333333,33333333,85d3a9706b2ed9156d3b6b6f9148a704fcfd353c119db646fb2ceec9e0793ccd,ab2bfbf308d986a6a0f69ab93623d9c932f0ba2d09763c90a5977cb67734b6e0,199,19900,19900,100,3000,19900,19900,100
201,6666666666,6666666666,0,6666666666,6666666666,33333334,6666666666,6666666666,33333333,a2cc0a899b47d20e603da3b6e4781bedf3f62d3949102f33af693a25425f4905,2aa91c7e4112a63154f6015ea348404fc90e857b14c3a7b5a9e9e6407e7ae2dc,200,20000,20000,100,3000,20000,20000,100
202,6700000000,6700000000,0,6700000000,6700000000,33333333,6700000000,6700000000,33333333,a3c2e0c97970d8ed2c8d9349ca97d7d08f2f1edb2762c0195ef99e3546d96007,34c4bfb115259850a2a1c1dbbac33b599ffa8a3a3f383e7e7e8471824bc6fd95,201,20100,20100,100,3000,20100,20100,100
203,6733333333,6733333333,0,6733333333,6733333333,33333333,6733333333,6733333333,33333333,3fdda57a5de6556911f116110926ff9c1d856b24854d8f9fcb392c5fa6d4d826,a491daf4399e789a82c7d24b064c5c7d7a4821444b34949a896a50638cde3c96,202,20200,20200,100,3000,20200,20200,100
204,6766666666,6766666666,0,6766666666,6766666666,33333334,6766666666,6766666666,33333333,3aef0200452dc0696108c12bd5f9db4dfd2d21f18861f3ab49929fb9ac5a2488,d43b7ec097f458a58c514e204d27d3838d9fc3ca9805a148dd183c4593223fc0,203,20300,20300,100,3000,20300,20300,100
205,6800000000,6800000000,0,6800000000,6800000000,33333333,6800000000,6800000000,33333333,58bdf90f6249604b57a6ba5d97f0517ee11540e8acdb767d70de30a90e87cfe2,9b37b3357ff11250d6f053a429643467d21cc4a102d8f27ce6d1a70c94f632f1,204,20400,20400,100,3000,20400,20400,100
206,6833333333,6833333333,0,6833333333,6833333333,33333333,6833333333,6833333333,33333333,adc8fd7f5b8eb4a160d6d2b9a42459a396e5ccf6259fc886d5ecf0e2d169e8e3,5b1d33b2e67ad47b69a46770c5b6b39d95c69cad5175e573c697d4cf196a1de2,205,20500,20500,100,3000,20500,20500,100
207,6866666666,6866666666,0,6866666666,6866666666,33333334,6866666666,6866666666,33333333,fb2b5f3eae017593257d86d50381452ff466c0e67799a8b4b87e2789ab1c357f,42a3851c1483b3f5756c93d89e65605292206dad4bb12d34dfe377fb7314049d,206,20600,20600,100,3000,20600,20600,100
208,6900000000,6900000000,0,6900000000,6900000000,33333333,6900000000,6900000000,33333333,41ecaef4e6c0e67efb52322620fe9a4390ef3604abd91d2412ea0364cbfe6fd3,949be76dbb0f139c4b008ac8c4102328fc080c0f326eb383dd6b718d33140323,207,20700,20700,100,3000,20700,20700,100
209,6933333333,6933333333,0,6933333333,6933333333,33333333,6933333333,6933333333,33333333,119fd0c1bfa7a30b7322c9a5467ca0ed1c2e480f54c507c9a6053541c61b4b58,9965dbe6ffbf7df64deeb088aad9f7004ef899595c312cbb5397c9cd709438b0,208,20800,20800,100,3000,20800,20800,100
210,6966666666,6966666666,0,6966666666,6966666666,33333334,6966666666,6966666666,33333333,cfe85c13c1fe30ad085de1a39d1b18582e2733c59118c5b2fe6cf45149eb0375,70d67b15193b5c1b6673b173bf9495ceb252b9f4c4c587a61ebcaa45191d2058,209,20900,20900,100,3000,20900,20900,100
211,7000000000,7000000000,0,7000000000,7000000000,33333333,7000000000,7000000000,33333333,9e69270d335e13beb6f956ed8b961bb0ac50a955ae184ff9b08abef0acdc09df,80e7e52ba50f48f9513bbd0464e5d025606afe7019aaa5b00a7135196de08917,210,21000,21000,100,3000,21000,21000,100
212,7033333333,7033333333,0,7033333333,7033333333,33333333,7033333333,7033333333,33333333,5a4ae11bbd0e43ba3de6cb8623d59d8aea1b5a390fdbf7bc70b5272a376b86e9,0a569a3b2b1a00a591e0661fa696ec50c4cef34280d579ddd267a46d9b5835fd,211,21100,21100,100,3000,21100,21100,100
213,7066666666,7066666666,0,7066666666,7066666666,33333334,7066666666,7066666666,33333333,ed0ea65c0b45a8ba4d0f5b2fb329527313536efaf8731506c334ced3c3d611d9,7bdc0da5fa579dc58a8a21856b3e40f65e9315a6309dbdff9eb8a99780415235,212,21200,21200,100,3000,21200,21200,100
214,7100000000,7100000000,0,7100000000,7100000000,33333333,7100000000,7100000000,33333333,6cf1a9f1b11b7d2f2f2a12398d13d8aa5150f693df9e5c745760b668caa9cf86,3d2fe6d0d7d3b3fece252073e01507f1ccc37539be4a53d79772b8d4645f771c,213,21300,21300,100,3000,21300,21300,100
215,7133333333,7133333333,0,7133333333,7133333333,33333333,7133333333,7133333333,33333333,a222736261f839de98227432ad36858f2b8700b4b9b64a6e9a036fd755487f4c,5d1fde348af23b08e50e2937b90d7dd352bc27b2a0821d7d32a9ee5ecf17740d,214,21400,21400,100,3000,21400,21400,100
216,7166666666,7166666666,0,7166666666,7166666666,33333334,7166666666,7166666666,33333333,6992469f807ded6ae2e1eaa6b0a4901c4f640fdaa6139b66046e3fd0ade1c3a6,ae5c17437b45a775050aa6acc20c93826db156bdfb21528cc48c0e253396b137,215,21500,21500,100,3000,21500,21500,100
217,7200000000,7200000000,0,7200000000,7200000000,33333333,7200000000,7200000000,33333333,fcef5144e204ee54648eb47d6ac314923e61f786e56c26f12025fd908ae445b8,0d3fbbb088b03a250ebd71c5a3a6010d2eb78722b78088ca46dd9ab9c203cab8,216,21600,21600,100,3000,21600,21600,100
218,7233333333,7233333333,0,7233333333,7233333333,33333333,7233333333,7233333333,33333333,88caf68f51c551392bc168df4dcadd2dd395c1d5592e1649601a86c784d79afc,c175d9c5c6c65383cc33d32e47d065dbcd4fa8afc1e5d99c66c7a042f15f09d1,217,21700,21700,100,3000,21700,21700,100
219,7266666666,7266666666,0,7266666666,7266666666,33333334,7266666666,7266666666,33333333,5e6908a9b4c168df563b9d987e161cfacdbdeff9697939859a9989fb7906b47f,bf2d94aeef76514c5a472ebc20db2f1298a79dcb13acc94a49b42f9eb9965e0b,218,21800,21800,100,3000,21800,21800,100
220,7300000000,7300000000,0,7300000000,7300000000,33333333,7300000000,7300000000,33333333,561d1c1bc4632d1653d937c2c5d36cc585624ab75b8c1d54cd085a97aa60bb19,8940c5f76d1e6a3362bf034a27b03f69045dd80bf51f34552319487edd0daced,219,21900,21900,100,3000,21900,21900,100
221,7333333333,7333333333,0,7333333333,7333333333,33333333,7333333333,7333333333,33333333,e5ad955af12a44f97f3c1f61791bc4fa87f45a1eebd3f61f2011631115c845bc,23aba039c7735b6a62ad6df13e89db85b63d4c75476e8b56cb1c52a5b1a73542,220,22000,22000,100,3000,22000,22000,100
222,7366666666,7366666666,0,7366666666,7366666666,33333334,7366666666,7366666666,33333333,20b909fc031a09bf8a1ced5f54533bdce1e7d3b73ba6d5e672459b9a8411adc0,d5660612dc34f5f7e31f65be722b73e2ad2fe32152c51157f218aaf9554eef89,221,22100,22100,100,3000,22100,22100,100
223,7400000000,7400000000,0,7400000000,7400000000,33333333,7400000000,7400000000,33333333,91d5bd7fd5812faf1e31bf1804caf8d0f1e33d5ce2e9cce6204c72f18b0d7b50,e37d7aa29a0579a5d13550b50b2199f52be4b4ee2a9285ce4ccb7f276847a373,222,22200,22200,100,3000,22200,22200,100
224,7433333333,7433333333,0,7433333333,7433333333,33333333,7433333333,7433333333,33333333,0e2c6c53f2955e73900d11e2d51de9e34d2fccbaf48d6482c06a09017917c1af,9c9db821f2fecca7bd9994d4dd82d414fb623af592dcc3855b4721ba7e7f7885,223,22300,22300,100,3000,22300,22300,100
225,7466666666,7466666666,0,7466666666,7466666666,33333334,7466666666,7466666666,33333333,c39d1fbafcb4d042d9ba942ab1c5249e8ff60ad4f2e96819664e5c23c603a78d,b67e0b4307d5c1659113d450f4d27777b8f5235c6c42e7cfbce8a1dafdf77624,224,22400,22400,100,3000,22400,22400,100
226,7500000000,7500000000,0,7500000000,7500000000,33333333,7500000000,7500000000,33333333,cc231bc299551b166c9906ad75d362be0b444c6d436b4bfc48b16cfca5a2db28,221c5ab20beba608963e80c270465393e09e5694d62c2ed9194e7fe8595d62e7,225,22500,22500,100,3000,22500,22500,100
227,7533333333,7533333333,0,7533333333,7533333333,33333333,7533333333,7533333333,33333333,34c869930a4302c09331929c3018dddf0c703e9a59e84372740525593128ff0e,b20238fa7da61e26c93bbac2893e33658e1cecf287ac4de16e8005dd340154c5,226,22600,22600,100,3000,22600,22600,100
228,7566666666,7566666666,0,7566666666,7566666666,33333334,7566666666,7566666666,33333333,4621085397a1bcd4b8fdabbb0b2a34aae5b1d913e451178be62dd0904c97e48c,2e14427553fc273f1d5f70ba875bc37122cf89f9b31e4c7b6424545df1c8111a,227,22700,22700,100,3000,22700,22700,100
229,7600000000,7600000000,0,7600000000,7600000000,33333333,7600000000,7600000000,33333333,d685af8ab37f577fa57460a957d4b3304b35fe863c6ac8e2bac10c3297dc8223,06ca8f5e7dc6e8c9683cb1be629c86eaf8d113731502160f2d72c02a8a712984,228,22800,22800,100,3000,22800,22800,100
230,7633333333,7633333333,0,7633333333,7633333333,33333333,7633333333,7633333333,33333333,9a51c43c98517bc18b7bfdfae4e902f80122b7fb4400d34d1a66cabb20b5236d,ec90dd09ac3b97875e81501aa592910a5f7b4374292972bfd51553533e7a3ca4,229,22900,22900,100,3000,22900,22900,100
231,7666666666,7666666666,0,7666666666,7666666666,33333334,7666666666,7666666666,33333333,408946aabc9f09a9defd0740370f596b1b0304274f6f0dd192d0eab32f0eec03,e0cd1b7222c72fbdc771c234f3b1006d28b9a9806c9615a97b34f721c1100c18,230,23000,23000,100,3000,23000,23000,100
232,7700000000,7700000000,0,7700000000,7700000000,33333333,7700000000,7700000000,33333333,b5d359f1127a4e2de1d4aa48e2cf21877c9fb22e063df1d10a2a80d29735736f,6e0cb3c384ffea8b4789060d50d0691beec5778c0428776b0d75c3e60addaf58,231,23100,23100,100,3000,23100,23100,100
233,7733333333,7733333333,0,7733333333,7733333333,33333333,7733333333,7733333333,33333333,39b8c2099a8c3622a1187d6dc85f0670dad01e45e595f65bf739b58d1281bc67,c46704d9c067155ade499c0d2e41838f16c8823e5b07e83801fe84666c4ec9d8,232,23200,23200,100,3000,23200,23200,100
234,7766666666,7766666666,0,7766666666,7766666666,33333334,7766666666,7766666666,33333333,f7310cfc9c4d17a49f0d4230c8edf9c927f1316302695d344fde83afd24ffeb4,5edc524ff0cb8a81b771ce1c9fd05bb1cc4442465b0dd9dc7603cc9183d39572,233,23300,23300,100,3000,23300,23300,100
235,7800000000,7800000000,0,7800000000,7800000000,33333333,7800000000,7800000000,33333333,fe3593ef81558158436ab7e52239294bd850521d794c6c86e542dc2081f4af1e,812ce902df97908a8148a8613de0030dac60bfc71c46bc31375173990408ff53,234,23400,23400,100,3000,23400,23400,100
236,7833333333,7833333333,0,7833333333,7833333333,33333333,7833333333,7833333333,33333333,338ab6dbbcc8993e91aeb63cf5a4061af6b93a03597250a30d2180e7e118965d,40660200faf6d1fcd27b16c5c4aa83ac9c17ccde21dd52e12dcfbd4343aaa541,235,23500,23500,100,3000,23500,23500,100
237,7866666666,7866666666,0,7866666666,7866666666,33333334,7866666666,7866666666,33333333,844c3196415e088f125dabce2634f0db005f90ec0210df6850e54d5a4b23d6e4,6353e790c3b0f75b7be2bd646d19a059a7e13b95f02afd91d947427f514c1ecd,236,23600,23600,100,3000,23600,23600,100
238,7900000000,7900000000,0,7900000000,7900000000,33333333,7900000000,7900000000,33333333,ac39167cdf133714f8ef4fd132472d648ea4612cb3fbbfc85389e6a32eafb812,f7f90713521541952350d2bb81093973e0123ac709262a19dcda9d93bdb30f00,237,23700,23700,100,3000,23700,23700,100
239,7933333333,7933333333,0,7933333333,7933333333,33333333,7933333333,7933333333,33333333,a0a397f33f44627ced58014603dc0cd8dd957dd4fac227d4d9a417aaf2bbd7b6,db76fc79a4797111d4b972136b06df5d56d02763a88d14f4563aa585e419a70a,238,23800,23800,100,3000,23800,23800,100
240,7966666666,7966666666,0,7966666666,7966666666,33333334,7966666666,7966666666,33333333,970a7fe6f10884b5d18a789291e376939d570cee05805d92ea2d758025255f78,d67529e49412732ddd3560fffb901ee5b2b20ba988bb98d1e814b41a812a6e34,239,23900,23900,100,3000,23900,23900,100
241,8000000000,8000000000,0,8000000000,8000000000,33333333,8000000000,8000000000,33333333,256652ad793262daac1bcdddbacef452275011a165832ec40d2cad28c5e1c5dc,11795e21b0ee85fb886a3760417cb2ec758f202f4f28b5f826a736335b83f5bb,240,24000,24000,100,3000,24000,24000,100
242,8033333333,8033333333,0,8033333333,8033333333,33333333,8033333333,8033333333,33333333,05c2cfaa57083358afb7b3cee1673865010aea5941aaade92b36c867eb0901d9,5ef31b567deaad0df3d6b94a48bcc6219ca37d2daaad2cd4d0bd31a01000a3d2,241,24100,24100,100,3000,24100,24100,100
243,8066666666,8066666666,0,8066666666,8066666666,33333334,8066666666,8066666666,33333333,185b6b31c039dbc29ec9abc0d5c3026837291a05be0f3723f4ec34784f7d407f,cf2b2e565703bc3994711759b5c08c30d7ec57093d44131564c15d9ab245ea05,242,24200,24200,100,3000,24200,24200,100
244,8100000000,8100000000,0,8100000000,8100000000,33333333,8100000000,8100000000,33333333,7f323174e4484952d49ea799a00f2f1eb51ccab5400f8cfac9e8c619bdb4e6e3,ac7f6d5c77ae8cc19ad5899e98d825fa5bcb6e3102cc2cc2c1e50fa9a51b62f2,243,24300,24300,100,3000,24300,24300,100
245,8133333333,8133333333,0,8133333333,8133333333,33333333,8133333333,8133333333,33333333,aa31a3178a0ea572b896432d2cc27eb84d24dde6abc73d113ecf73805a135cf3,c0ec0323a5949bcb88a6692c570f0e06eb9388f68ba35a964d86c4b2d767becf,244,24400,24400,100,3000,24400,24400,100
246,8166666666,8166666666,0,8166666666,8166666666,33333334,8166666666,8166666666,33333333,36dc27dc0497fbf8878aa6fea54dab968cfa64dbcbbcdaa4945c57d49d1ba800,5915a4ef0d994b3868acc4dec1f1a440ea14392d5e8a18b4d4524f08359679db,245,24500,24500,100,3000,24500,24500,100
247,8200000000,8200000000,0,8200000000,8200000000,33333333,8200000000,8200000000,33333333,ae87a6e3d63351f60a930c5eb4f2d54a8a17292af446e729183dad26ceac5070,9684fe091ee5f7675ee78dd57bb02a9146db37744ec5af404b4b5a1a96b9a89b,246,24600,24600,100,3000,24600,24600,100
248,8233333333,8233333333,0,8233333333,8233333333,33333333,8233333333,8233333333,33333333,2d46273d5cf9a3663c08b05802e989b944b64e82fc88aae0c05070558e9ce6b2,2998a30f3097abebf39df593e72c0a5bc60e5ca18f531feb96ad300e9e995fdb,247,24700,24700,100,3000,24700,24700,100
249,8266666666,8266666666,0,8266666666,8266666666,33333334,8266666666,8266666666,33333333,d24cc2ef3b6b294b55b75e8488a6c609a3e40778146963e402727ac95bc56816,a8f50badef8e3fd1154791f22c6349b9f2cd19c4591b28d6f51d5e23cff2d6b3,248,24800,24800,100,3000,24800,24800,100
250,8300000000,8300000000,0,8300000000,8300000000,33333333,8300000000,8300000000,33333333,42c485738380000e17e10c19dd15c6bac88f9b7219bde31940fc312a8329b51a,cdad15dd71900ced000d4aea4f1c757f929819ffccff49583a084ddfaccaea77,249,24900,24900,100,3000,24900,24900,100
