ordinal,original_pts_ns,original_dts_ns,writer_origin_ns,appsrc_pts_ns,appsrc_dts_ns,appsrc_duration_ns,mux_pts_ns,mux_dts_ns,mux_duration_ns,vcl_sha256,mux_raw_sha256,file_sample_index,native_pts_tick,native_dts_tick,native_duration_tick,timescale,forward_pts_tick,forward_dts_tick,forward_duration_tick
273,9066666666,9066666666,8333333333,733333333,733333333,33333334,733333333,733333333,33333333,381048f63974534a14743f69b49b2589dabe1dedff5e59f6a62ff66e74518d96,f2886fc7d023cb909675916c41dad5a1a55e9dd69a52768d34811fb46c909edc,22,2200,2200,100,3000,2200,2200,100
274,9100000000,9100000000,8333333333,766666667,766666667,33333333,766666667,766666667,33333333,851447777961267597ec62f12bd3d1ffeed7a416b70a1dc9a056e14e4a07edaa,1b5c4b1788b323e7917fef6251e1484b15936db3895fa3c3bed8fe72dbd3e2e4,23,2300,2300,100,3000,2300,2300,100
275,9133333333,9133333333,8333333333,800000000,800000000,33333333,800000000,800000000,33333333,480b45af376f3e01f6347b1836ca039f37bb40a8876ab790465d3dfc2cb2e364,edb946704e2be47ab8a0a0e5d24d0f63f3db1f079f0f8c1dd34afa275ebb06a0,24,2400,2400,100,3000,2400,2400,100
276,9166666666,9166666666,8333333333,833333333,833333333,33333334,833333333,833333333,33333333,1a269b72d614f026306267b1e74f1bd67c5e93eec47e65f228cad121e8f0db7c,cc1a08b50a65ccd03b5ca196fa0ff1fb82d121536b8c6e9b7e34973fba9a921e,25,2500,2500,100,3000,2500,2500,100
277,9200000000,9200000000,8333333333,866666667,866666667,33333333,866666667,866666667,33333333,a31386ca45dc743079b0c9d77953db0f477eb4130c34fc774d027b6c94be9a4b,07de313bf60308fbc5b22c9bb56c1bd82970ca474e0d3470bc00830b06e4533f,26,2600,2600,100,3000,2600,2600,100
278,9233333333,9233333333,8333333333,900000000,900000000,33333333,900000000,900000000,33333333,0db8a73d46bc466e1325d0e3bba2b6effdd95f19a1fa55367f6298ab2b46e032,3d93694d0381fa2589aadb6ea2af0d2e5eb32e2d770f3375b8cac7f77506ef2c,27,2700,2700,100,3000,2700,2700,100
279,9266666666,9266666666,8333333333,933333333,933333333,33333334,933333333,933333333,33333333,ec272c91b4b20d86c3cae5169fa4c9b2e5efdcc264e259fb53b4f3a89618ed9c,55532051d4b03adc91cd02c6c0895f74d68ec70782fd6947f9b0ccb1e7f0b077,28,2800,2800,100,3000,2800,2800,100
280,9300000000,9300000000,8333333333,966666667,966666667,33333333,966666667,966666667,33333333,a409cc1ef90def93808dce305012833c84a31cb53f576b4342f8926442050e16,59c062c5a71397d1c80f7c3093382e438fa5cde47b7bc4bd5dbe7629f067edc9,29,2900,2900,100,3000,2900,2900,100
281,9333333333,9333333333,8333333333,1000000000,1000000000,33333333,1000000000,1000000000,33333333,d67b23cb9e432d03c3d4d16cd6781aad7ef31370d2282e14b81c266324abf91a,969467a234fb54e6612d6a81b28cc8f9f270dd04901e389dbe0d19691d010714,30,3000,3000,100,3000,3000,3000,100
282,9366666666,9366666666,8333333333,1033333333,1033333333,33333334,1033333333,1033333333,33333333,86d5ce343f2e8c4953004b2640e11302fb16a6b8cb26d65ff42deaddc35c7db3,5defe18a25e35f9cd2016aa638a56f28b169242a5393b15442287846473abb67,31,3100,3100,100,3000,3100,3100,100
283,9400000000,9400000000,8333333333,1066666667,1066666667,33333333,1066666667,1066666667,33333333,7cf2a991a95c5ca5c9d035fbfe175b891555485b645379f7525df504a1d99478,5dc22e47ff648ded9aa3b5312dbd79cd5c5f8b2883e4ee24155cf70f99b5de99,32,3200,3200,100,3000,3200,3200,100
284,9433333333,9433333333,8333333333,1100000000,1100000000,33333333,1100000000,1100000000,33333333,b75dfb9ef870d2fc91a236b56e4108636121a920759353276df1198bf0f612b1,8fb52ae3c2ae430803f550521e83f2ae877bd03fb027598e099cfc8ef3853615,33,3300,3300,100,3000,3300,3300,100
285,9466666666,9466666666,8333333333,1133333333,1133333333,33333334,1133333333,1133333333,33333333,f61c7e7f726f78481829f30e346fad3f58c60b031b9ddb5cffec02abf8eadde0,56c24f434bb3a2178e0ce8143470c2efa0683b76a89305f635e298dcfb7bd9bc,34,3400,3400,100,3000,3400,3400,100
286,9500000000,9500000000,8333333333,1166666667,1166666667,33333333,1166666667,1166666667,33333333,8232fd3c803e661a98e15b351607ffcd899f200e0aa75cb53298c88f4cdc2a50,f0aa1c17c29712db74a599b30309434eba54e080d782939cc9961d7f1008ceb0,35,3500,3500,100,3000,3500,3500,100
287,9533333333,9533333333,8333333333,1200000000,1200000000,33333333,1200000000,1200000000,33333333,496450ff06e9e2489e0f85d413304135bf199806eaa5376993fc76838961ab22,809b7624588a5389df17e7fee12f2ce091617e2c12286ac202f3cdeead1ca887,36,3600,3600,100,3000,3600,3600,100
288,9566666666,9566666666,8333333333,1233333333,1233333333,33333334,1233333333,1233333333,33333333,3ba5b9fd1bca65d4f0de9ac729142102043c8bcb8f66db9ddaef432a363db866,7a826012005b40a7334238156685f07d1e9137732e0abccac488978670c1c80f,37,3700,3700,100,3000,3700,3700,100
289,9600000000,9600000000,8333333333,1266666667,1266666667,33333333,1266666667,1266666667,33333333,0affe97e65d52d90d69878281214178681a5410d6b94e8f2b01d5c42a8c762da,f752f7918e837f7e46ae43032eff88f6152166ccd9b199a9ccae22c8ceba045a,38,3800,3800,100,3000,3800,3800,100
290,9633333333,9633333333,8333333333,1300000000,1300000000,33333333,1300000000,1300000000,33333333,98a2a172fd9c8bdc057514012643bcd89cceda9e011c004214bac80b0ac509c6,b30117e852ce5466a48c48a8e8c478f2e1530f0582d96ee0f8f4401f6aa61a13,39,3900,3900,100,3000,3900,3900,100
291,9666666666,9666666666,8333333333,1333333333,1333333333,33333334,1333333333,1333333333,33333333,aad14538bb41b4e5b81adab9722305414e41dd4bacc8cbcc7aea4d24836a1148,396e124ce50c740a71adc63a509032ce2d40a3bbf273ee86ff70f5c03860b436,40,4000,4000,100,3000,4000,4000,100
292,9700000000,9700000000,8333333333,1366666667,1366666667,33333333,1366666667,1366666667,33333333,11f1199cd19da4fdc35a6c40af7278558e1afb391eac00cd99f411e577ffdefc,de674c16c93c3522e9bcd0307db3aaa1816c4efb9e3688766eceaa3667efc532,41,4100,4100,100,3000,4100,4100,100
293,9733333333,9733333333,8333333333,1400000000,1400000000,33333333,1400000000,1400000000,33333333,c1639761e6c0b18e6da0e4e77ab513d0b1e6ec989116faffd6829422e5971a2f,0dccbbea0e5b1959e3959b17d6c3e02a3829886a5c5ddf6296b1bd481c55d771,42,4200,4200,100,3000,4200,4200,100
294,9766666666,9766666666,8333333333,1433333333,1433333333,33333334,1433333333,1433333333,33333333,dfed81239a52a1c49ea36f126cf6ff6c456818072f7c774836655103902ee28b,fad392bdde217ff40ae088bf36b77e2ce2e8050aea0b976a9b244e9565d62bb4,43,4300,4300,100,3000,4300,4300,100
295,9800000000,9800000000,8333333333,1466666667,1466666667,33333333,1466666667,1466666667,33333333,a9dc422487a6fce390338f10962788b764ab63af1a042c3adb0d909d659f14cf,3ebfca45d47220dbe24061181bd784c380100db2017be038779abb2419769eb9,44,4400,4400,100,3000,4400,4400,100
296,9833333333,9833333333,8333333333,1500000000,1500000000,33333333,1500000000,1500000000,33333333,7a90a3d20ba5db4d0f842590e60a776fd5288f92889eea9d9be50bcb25445f29,12ff9f42a8be7ac8bbb90581a2f8205633e70b317f955c7f07a7ba2604725a42,45,4500,4500,100,3000,4500,4500,100
297,9866666666,9866666666,8333333333,1533333333,1533333333,33333334,1533333333,1533333333,33333333,3980d7bc3dd5fe75ece8b3342f18865b1e598c26a5fe55ecb8dc7a556fbcb913,88fcb17c49fdfcd97ed7b48cf1bc84f01b8fd77a8d8a544b97cc3c50f4ddf65e,46,4600,4600,100,3000,4600,4600,100
298,9900000000,9900000000,8333333333,1566666667,1566666667,33333333,1566666667,1566666667,33333333,c4f7e8452890d20a85ceb6a02b0477b8a5a1d74d6d52d2f6760dcb5ed8db399e,7a4eb5cfde290033d00a62b7b37ff0d1a862626a4d91bf09920581bfab41873a,47,4700,4700,100,3000,4700,4700,100
299,9933333333,9933333333,8333333333,1600000000,1600000000,33333333,1600000000,1600000000,33333333,42076165ea348c704683ee45645fa11603442e544c0092beba62815b3fe00fbf,21ae8e5df1081ca726be21fbf8157dff6e3194a3541526cd80d99b9fc3f467f6,48,4800,4800,100,3000,4800,4800,100
300,9966666666,9966666666,8333333333,1633333333,1633333333,33333334,1633333333,1633333333,33333333,c97851c04868d2e5f755e5527a89fc619bd4fc34705c8bdc494c3ed0358925aa,30ae2dc478cd91b3dc3359540740de29e127e5362ba9b473d6a5094428fbb22f,49,4900,4900,100,3000,4900,4900,100
